pitch_type,p_throws,stand,events,description,launch_speed
FF,R,R,field_out,hit_into_play,71.6
FF,R,R,,ball,
FF,R,R,,ball,
FF,R,R,,called_strike,
FF,R,L,field_out,hit_into_play,92.8
FF,R,L,,swinging_strike,
FF,R,R,field_out,hit_into_play,85.6
ST,R,R,,called_strike,
CU,R,R,,blocked_ball,
CU,R,L,field_out,hit_into_play,94.7
FF,R,L,,ball,
FC,R,L,,foul,101.8
CU,R,R,walk,blocked_ball,
SI,R,R,,foul_tip,
SI,R,R,,ball,
FC,R,R,,foul,
ST,R,R,,ball,
SI,R,R,,ball,
CU,R,L,field_error,hit_into_play,98.3
ST,R,R,field_out,hit_into_play,37.6
SI,R,R,,ball,
FF,R,R,,ball,
FC,R,R,,called_strike,
FF,R,R,field_out,hit_into_play,94.7
FF,R,R,,foul,95.7
FF,R,R,single,hit_into_play,87.6
FF,R,R,,ball,
FF,R,R,,foul,89.8
FF,R,R,,swinging_strike,
FF,R,R,,swinging_strike,
FF,R,R,,ball,
CH,R,L,field_out,hit_into_play,67.1
CH,R,R,single,hit_into_play,90.4
CH,R,R,,ball,
FF,R,R,,ball,
FF,R,R,,called_strike,
CH,R,L,strikeout,swinging_strike,
CH,R,L,,foul,48.2
CH,R,L,,foul,79.4
CH,R,L,,called_strike,
SL,L,L,field_out,hit_into_play,79.8
FF,L,L,walk,ball,
FF,L,L,,foul_tip,
FF,L,L,,ball,
FF,L,L,,swinging_strike,
FF,L,L,,ball,
SL,L,L,,ball,
FF,L,R,walk,ball,
SL,L,R,,called_strike,
SI,L,R,,ball,
CH,L,R,,ball,
SL,L,R,,ball,
CH,L,R,,called_strike,
SL,L,L,field_out,hit_into_play,96.6
FF,L,L,,ball,
SL,L,L,,ball,
SL,L,L,,called_strike,
SL,L,R,home_run,hit_into_play,112.9
SL,L,R,,ball,
SL,L,R,,called_strike,
CH,L,R,,ball,
FF,L,R,,ball,
SL,L,L,strikeout,swinging_strike_blocked,
FF,L,L,,foul,75.1
SL,L,L,,called_strike,
FF,L,L,,ball,
CH,R,L,field_out,hit_into_play,74.7
CH,R,L,,ball,
CH,R,L,,called_strike,
CH,R,L,field_out,hit_into_play,51.5
CH,R,L,,swinging_strike,
CH,R,R,field_out,hit_into_play,75.7
CH,R,R,,ball,
CH,R,R,,called_strike,
CH,R,R,,ball,
SL,R,R,strikeout,swinging_strike,
SL,R,R,,blocked_ball,
SI,R,R,,ball,
SL,R,R,,blocked_ball,
FF,R,R,,foul,97.3
SI,R,R,,called_strike,
FF,L,L,walk,ball,
FF,L,L,,ball,
SL,L,L,,foul,89.6
SL,L,L,,called_strike,
FF,L,L,,swinging_strike,
SL,L,L,,ball,
CU,L,L,,ball,
FF,L,R,field_out,hit_into_play,99.4
CU,L,R,,ball,
FF,L,R,,called_strike,
CU,L,L,field_out,hit_into_play,83.0
SL,L,L,,called_strike,
FF,L,L,,ball,
SI,R,L,field_out,hit_into_play,100.5
SI,R,L,,foul,
FF,R,L,,ball,
SI,R,L,,called_strike,
SI,R,R,field_out,hit_into_play,99.1
SI,R,R,,called_strike,
SI,R,R,,ball,
SI,R,R,field_out,hit_into_play,79.4
SI,R,R,,called_strike,
FC,R,L,field_out,hit_into_play,84.2
SI,R,L,,ball,
FC,R,L,,foul,81.7
FF,R,L,,foul,86.9
ST,R,L,,ball,
FF,R,L,,called_strike,
FF,R,L,,ball,
FF,R,L,,swinging_strike,
ST,R,R,walk,ball,
ST,R,R,,foul,64.5
SI,R,R,,foul,66.2
ST,R,R,,ball,
ST,R,R,,called_strike,
SI,R,R,,called_strike,
SI,R,R,,ball,
FC,R,R,,ball,
SI,L,L,strikeout,called_strike,
SL,L,L,,foul,43.2
SI,L,L,,foul,
SI,L,L,,ball,
SI,L,L,,called_strike,
SL,L,L,,ball,
SI,L,R,single,hit_into_play,97.2
FF,L,R,,ball,
SL,L,R,,foul,101.4
SL,L,R,,ball,
SL,L,R,,swinging_strike,
SI,L,R,,called_strike,
SI,L,L,field_out,hit_into_play,78.7
SI,R,L,field_out,hit_into_play,93.2
SI,R,L,,ball,
ST,R,R,walk,ball,
ST,R,R,,ball,
SI,R,R,,blocked_ball,
SI,R,R,,ball,
SI,R,R,,foul,74.4
FC,R,L,triple,hit_into_play,103.0
KC,R,L,,ball,
KC,R,L,,blocked_ball,
SI,R,L,,foul,87.1
FC,R,L,,called_strike,
FC,R,L,double,hit_into_play,94.2
SI,R,L,,ball,
KC,R,L,,blocked_ball,
FC,R,L,,foul,98.9
FC,R,L,,ball,
ST,R,L,,called_strike,
FC,R,L,single,hit_into_play,67.7
ST,R,L,,swinging_strike,
ST,R,R,field_out,hit_into_play,104.7
ST,R,R,,called_strike,
SI,R,L,field_out,hit_into_play,106.9
SI,R,L,,ball,
FC,R,L,,swinging_strike,
FC,R,R,field_out,hit_into_play,99.2
FF,R,R,,ball,
SV,R,R,,foul,67.9
FC,R,L,sac_fly,hit_into_play,97.0
ST,R,L,,ball,
SI,R,L,,foul,71.1
CU,R,L,,ball,
FC,R,L,,ball,
SI,R,R,walk,ball,
FF,R,R,,ball,
SV,R,R,,foul,77.7
SI,R,R,,ball,
SI,R,R,,ball,
SI,R,R,,called_strike,
FC,R,L,sac_bunt,hit_into_play,37.4
CU,R,L,,ball,
FC,R,L,,foul_bunt,
SI,R,L,walk,ball,
CU,R,L,,ball,
SI,R,L,,ball,
CH,R,L,,ball,
FC,R,R,single,hit_into_play,108.6
SV,R,R,,ball,
CH,R,R,,ball,
SV,R,R,,ball,
FF,R,R,,called_strike,
ST,R,R,,called_strike,
FC,R,R,field_out,hit_into_play,95.5
FC,R,R,,swinging_strike,
FC,R,R,field_out,hit_into_play,92.3
FC,R,R,,swinging_strike,
SI,R,L,walk,ball,
FC,R,L,,called_strike,
FC,R,L,,ball,
FC,R,L,,ball,
ST,R,L,,ball,
ST,R,R,strikeout,swinging_strike,
FC,R,R,,foul,87.3
ST,R,R,,foul,69.6
FC,R,R,,foul,80.2
ST,R,R,,called_strike,
CU,R,L,field_out,hit_into_play,
CU,R,L,,ball,
FC,R,L,,foul,71.9
CU,R,L,,ball,
SV,R,L,,called_strike,
SI,R,R,double,hit_into_play,114.1
FF,R,R,,ball,
FC,R,L,strikeout,called_strike,
FF,R,L,,swinging_strike,
FC,R,L,,called_strike,
SV,R,R,field_out,hit_into_play,90.2
ST,R,R,,ball,
FC,R,R,,foul,
SV,R,R,,ball,
CH,R,L,walk,ball,
SI,R,L,,called_strike,
FC,R,L,,ball,
SL,R,L,,ball,
CU,R,L,,ball,
SI,R,L,grounded_into_double_play,hit_into_play,98.5
ST,R,L,,foul,72.1
FC,R,L,,ball,
ST,R,L,,ball,
FC,R,L,hit_by_pitch,hit_by_pitch,
ST,R,L,,ball,
FC,R,L,strikeout,swinging_strike,
SI,R,L,,called_strike,
FC,R,L,,ball,
SI,R,L,,called_strike,
FF,R,R,field_out,hit_into_play,100.5
FC,R,R,,foul,64.9
SV,R,R,,ball,
SI,R,R,,ball,
SL,R,R,,foul,90.8
FF,R,R,,ball,
SV,R,R,,foul,65.4
SV,R,R,,foul,
FC,R,R,,called_strike,
FC,R,L,field_out,hit_into_play,85.2
FF,R,L,,ball,
CU,R,L,,ball,
CU,R,L,,called_strike,
FF,R,L,,ball,
FC,R,L,,called_strike,
FC,R,L,walk,ball,
FF,R,L,,foul,78.4
SI,R,L,,ball,
SI,R,L,,foul,71.8
CU,R,L,,ball,
SI,R,L,,ball,
SI,R,R,field_out,hit_into_play,94.0
FF,R,R,,called_strike,
SI,R,R,,ball,
FC,R,R,,ball,
KC,R,R,field_out,hit_into_play,75.5
FC,R,R,,foul,
FC,R,R,,ball,
ST,R,R,,swinging_strike,
FC,R,R,,called_strike,
KC,R,L,strikeout,swinging_strike,
KC,R,L,,blocked_ball,
FC,R,L,,foul,73.7
FC,R,L,,foul,80.6
FC,R,L,,ball,
FC,R,L,,swinging_strike,
FC,R,L,,ball,
KC,R,R,double,hit_into_play,95.9
FC,R,R,,called_strike,
FC,R,R,strikeout,swinging_strike,
ST,R,R,,foul,71.7
FC,R,R,,foul,76.7
CH,R,L,field_out,hit_into_play,84.0
CU,R,L,,ball,
FF,R,L,,foul,94.9
SI,R,R,field_out,hit_into_play,108.2
FC,R,R,,ball,
SI,R,R,,ball,
CU,R,L,strikeout,swinging_strike,
FF,R,L,,foul,
FC,R,L,,called_strike,
FC,R,L,field_out,hit_into_play,98.5
FC,R,R,field_out,hit_into_play,101.3
ST,R,R,,called_strike,
FC,R,R,,ball,
FC,R,R,,ball,
ST,R,R,,ball,
SI,R,R,,called_strike,
KC,R,L,field_out,hit_into_play,81.6
FC,R,L,,foul,
SI,R,L,,foul,91.2
FC,R,L,,foul,70.5
SI,R,L,,ball,
FF,R,R,field_out,hit_into_play,114.4
FF,R,R,,swinging_strike,
FC,R,R,,swinging_strike,
CH,R,L,field_out,hit_into_play,107.7
SI,R,L,,called_strike,
FF,R,L,,ball,
SI,R,R,field_out,hit_into_play,76.6
FF,L,R,strikeout,swinging_strike,
FC,L,R,,foul,82.4
CH,L,R,,swinging_strike,
CH,L,R,field_out,hit_into_play,87.4
CH,L,R,,foul,
CH,L,R,,swinging_strike,
CH,L,R,,ball,
ST,L,L,field_out,hit_into_play,85.8
ST,L,L,,ball,
SI,L,L,,foul,81.4
SI,L,L,,called_strike,
FF,L,R,field_out,hit_into_play,90.2
CH,L,R,,foul,63.3
CH,L,R,,swinging_strike,
CH,L,R,,ball,
FF,L,R,,foul,79.9
CU,L,R,strikeout,swinging_strike_blocked,
CU,L,R,,ball,
FF,L,R,,foul,73.5
CH,L,R,,foul,63.9
CU,L,R,,ball,
CH,L,L,field_out,hit_into_play,98.1
CH,L,L,,ball,
CH,L,L,,swinging_strike,
FF,L,L,,called_strike,
SL,L,L,,ball,
FF,R,R,strikeout,called_strike,
SL,R,R,,ball,
FF,R,R,,ball,
SI,R,R,,swinging_strike,
SI,R,R,,ball,
SI,R,R,,foul,
FF,R,L,field_out,hit_into_play,91.7
FF,R,L,,foul,76.4
FF,R,L,field_out,hit_into_play,102.0
CH,R,L,,ball,
FF,R,L,,ball,
FF,R,L,,swinging_strike,
FF,R,L,,ball,
FF,R,L,,called_strike,
SL,R,R,field_out,hit_into_play,73.1
FF,R,R,,ball,
FF,R,R,,ball,
FF,R,R,,called_strike,
FF,R,R,,ball,
SL,R,L,field_out,hit_into_play,78.8
FF,R,L,,foul,
FF,R,L,,ball,
FF,R,L,,swinging_strike,
SL,R,L,,foul,73.4
FF,R,L,strikeout,swinging_strike,
SL,R,L,,ball,
FF,R,L,,ball,
SL,R,L,,called_strike,
FF,R,L,,swinging_strike,
FF,R,L,,ball,
SI,R,R,field_out,hit_into_play,102.0
FF,R,R,,foul,78.3
FF,R,R,,ball,
FF,R,R,,foul,106.2
FF,R,R,,swinging_strike,
SI,R,R,,foul,
SI,L,L,single,hit_into_play,96.8
SL,L,L,,called_strike,
FF,L,R,walk,ball,
SI,L,R,,foul,74.1
SI,L,R,,ball,
SI,L,R,,called_strike,
FS,L,R,,ball,
FS,L,R,,ball,
FS,L,R,field_out,hit_into_play,87.3
FS,L,R,,ball,
SL,L,R,,called_strike,
FF,R,R,strikeout,called_strike,
CH,R,R,,foul,118.4
SL,R,R,,ball,
FF,R,R,,foul,71.5
FF,R,R,,ball,
CH,R,R,,called_strike,
CH,R,R,,ball,
FF,R,R,,called_strike,
ST,R,R,strikeout,swinging_strike,
FF,R,R,,foul,81.0
FF,R,R,,swinging_strike,
CH,R,L,strikeout,swinging_strike,
FF,R,L,,swinging_strike,
CH,R,L,,swinging_strike,
FF,R,L,,ball,
FF,R,L,,ball,
FF,R,R,double,hit_into_play,93.6
CH,R,R,,blocked_ball,
FF,R,R,,ball,
SL,R,R,,foul,70.7
CH,R,L,single,hit_into_play,85.7
FF,R,L,,ball,
CH,R,L,,ball,
FF,R,L,,foul,107.9
CH,R,L,strikeout,swinging_strike,
FF,R,L,,ball,
SL,R,L,,ball,
FF,R,L,,foul,78.8
SL,R,L,,foul,94.4
FF,R,L,strikeout,foul_tip,
FF,R,L,,ball,
FF,R,L,,called_strike,
CH,R,L,,foul,65.4
SL,R,L,,ball,
SL,R,R,field_out,hit_into_play,102.2
SI,R,R,,called_strike,
SI,R,R,,ball,
SI,R,R,,ball,
SI,R,R,,called_strike,
CH,R,L,field_out,hit_into_play,93.3
SL,L,L,field_out,hit_into_play,86.7
SI,L,L,,foul,64.0
SI,L,L,,ball,
SL,L,L,,swinging_strike,
SI,L,L,,ball,
SI,L,L,,ball,
SI,L,L,,called_strike,
SL,L,R,field_out,hit_into_play,94.8
SL,L,R,,blocked_ball,
FF,L,R,walk,ball,
CU,L,R,,ball,
SL,L,R,,ball,
FF,L,R,,foul,111.0
FF,L,R,,ball,
CU,L,L,field_out,hit_into_play,92.0
SL,L,L,,foul,
CU,L,L,,blocked_ball,
SL,L,L,,foul_bunt,
SL,L,L,,missed_bunt,
FF,L,R,walk,ball,
FF,L,R,,foul,56.8
SL,L,R,,ball,
FF,L,R,,called_strike,
CU,L,R,,ball,
CU,L,R,,ball,
CH,R,L,field_out,hit_into_play,98.0
FF,R,L,,foul,76.0
CH,R,L,,ball,
CH,R,L,,called_strike,
SL,R,R,strikeout,swinging_strike_blocked,
SI,R,R,,foul,46.6
SI,R,R,,ball,
SI,R,R,,swinging_strike,
SI,L,L,single,hit_into_play,75.0
FF,L,R,single,hit_into_play,82.9
ST,L,R,,called_strike,
ST,L,R,,foul_bunt,
ST,L,L,field_out,hit_into_play,86.2
SI,L,L,,ball,
FF,L,L,field_out,hit_into_play,92.0
CU,L,L,,foul_tip,
SL,L,L,,swinging_strike,
SL,L,L,,blocked_ball,
CU,L,R,strikeout,swinging_strike,
CU,L,R,,ball,
FF,L,R,,ball,
FF,L,R,,called_strike,
FF,L,R,,foul,73.6
SL,L,L,strikeout,swinging_strike,
FF,L,L,,ball,
CU,L,L,,blocked_ball,
SL,L,L,,blocked_ball,
FF,L,L,,foul,92.7
SL,L,L,,swinging_strike,
CU,L,R,field_error,hit_into_play,88.0
FF,L,R,,called_strike,
SI,L,R,field_out,hit_into_play,92.7
SI,L,L,field_out,hit_into_play,57.2
SI,L,L,,foul,77.9
SI,L,L,,ball,
ST,L,L,,ball,
ST,L,L,,swinging_strike,
ST,L,L,,called_strike,
FF,L,R,field_out,hit_into_play,86.2
SI,L,R,,foul,78.6
SI,L,R,,foul,81.7
ST,L,R,,ball,
ST,L,R,,ball,
SI,L,R,,ball,
CH,L,R,,called_strike,
SI,L,R,,called_strike,
FS,R,L,field_out,hit_into_play,94.0
FS,R,L,,ball,
KC,R,L,,ball,
FS,R,R,sac_fly,hit_into_play,91.3
SI,R,R,,called_strike,
SI,R,R,,ball,
FS,R,L,field_out,hit_into_play,91.9
FS,R,L,,ball,
KC,R,L,,called_strike,
SI,R,R,double,hit_into_play,97.3
SI,R,R,,called_strike,
SI,L,L,field_out,hit_into_play,85.1
SI,L,L,,foul,107.9
ST,L,R,strikeout,called_strike,
ST,L,R,,ball,
SI,L,R,,swinging_strike,
SI,L,R,,ball,
SI,L,R,,called_strike,
SI,L,L,single,hit_into_play,95.0
SI,L,L,,foul,79.7
SI,L,L,,called_strike,
SI,L,L,,called_strike,
CH,L,R,field_out,hit_into_play,81.6
CH,L,R,,ball,
SI,L,R,,foul,71.8
ST,L,R,,ball,
SI,R,L,strikeout,called_strike,
SI,R,L,,foul,
FS,R,L,,ball,
SI,R,L,,foul,78.2
FS,R,L,,foul,66.3
SI,R,L,,ball,
KC,R,L,,ball,
FS,R,R,strikeout,swinging_strike,
SI,R,R,,ball,
SI,R,R,,called_strike,
KC,R,R,,called_strike,
SI,R,L,field_out,hit_into_play,92.9
SI,R,L,,ball,
FS,R,L,,called_strike,
SI,R,L,,called_strike,
SI,L,L,field_out,hit_into_play,77.6
ST,L,L,,foul,54.2
ST,L,L,,ball,
SI,L,L,,foul,89.4
ST,L,L,,foul,
ST,L,L,,foul,90.9
SI,L,L,,ball,
SI,L,L,,called_strike,
CH,L,R,field_out,hit_into_play,93.6
SI,L,R,,swinging_strike,
ST,L,R,,called_strike,
SI,L,L,field_out,hit_into_play,72.0
SI,L,L,,foul,
SI,L,L,,foul_bunt,
SI,L,L,,ball,
SI,L,R,single,hit_into_play,104.8
SI,L,L,single,hit_into_play,105.3
ST,L,L,,ball,
SI,L,L,,foul,68.1
SI,L,L,,called_strike,
FS,R,L,field_out,hit_into_play,77.1
FS,R,L,,foul,64.8
SI,R,L,,ball,
SI,R,L,,ball,
KC,R,L,,called_strike,
FS,R,L,single,hit_into_play,105.1
FS,R,L,,called_strike,
FS,R,L,,ball,
SI,R,R,field_out,hit_into_play,64.2
SI,R,R,,foul,
FS,R,L,field_out,hit_into_play,101.3
SI,R,L,,foul,76.5
SI,R,L,single,hit_into_play,101.7
SI,R,L,,ball,
FS,R,L,,ball,
FF,R,L,field_out,hit_into_play,85.9
KC,R,L,field_out,hit_into_play,81.9
FF,R,L,,called_strike,
CH,R,L,,ball,
KC,R,L,field_out,hit_into_play,91.0
FF,R,L,,called_strike,
FF,R,R,field_out,hit_into_play,94.2
CH,R,R,,blocked_ball,
FF,R,R,,called_strike,
CU,R,R,,ball,
FF,R,R,,called_strike,
FF,R,L,strikeout,foul_tip,
FF,R,L,,swinging_strike,
CU,R,L,,ball,
FF,R,L,,foul,69.3
FF,R,L,,ball,
CH,R,L,field_out,hit_into_play,91.4
CU,R,L,,blocked_ball,
CU,R,L,,swinging_strike,
FF,R,L,,called_strike,
FF,R,R,single,hit_into_play,73.3
CH,R,R,,ball,
FF,R,R,,foul,90.7
CH,R,R,,swinging_strike,
FF,R,R,,ball,
FF,R,R,,called_strike,
SL,L,L,field_out,hit_into_play,89.2
FF,L,R,single,hit_into_play,97.4
FS,L,R,,ball,
SL,L,R,,swinging_strike,
FF,L,R,field_out,hit_into_play,99.3
ST,L,R,,ball,
FF,L,L,strikeout,called_strike,
FF,L,L,,called_strike,
FF,L,L,,ball,
SL,L,L,,swinging_strike,
FF,L,L,,ball,
SI,R,L,field_out,hit_into_play,91.5
ST,R,L,,called_strike,
ST,R,R,strikeout,swinging_strike,
FF,R,R,,foul,78.8
SI,R,R,,foul,74.3
SI,R,R,,ball,
FC,R,R,,ball,
SI,R,R,,called_strike,
ST,R,R,,ball,
FC,R,L,single,hit_into_play,94.1
FF,R,L,,called_strike,
SI,R,L,,ball,
FC,R,L,,ball,
SI,R,L,,ball,
ST,R,R,force_out,hit_into_play,86.3
ST,R,R,,called_strike,
SI,R,R,,ball,
SI,R,L,single,hit_into_play,82.4
FF,R,L,,ball,
CH,L,R,field_out,hit_into_play,94.0
SI,L,R,,called_strike,
CH,L,R,,ball,
SL,L,R,,ball,
SI,L,R,,ball,
CH,L,R,strikeout,swinging_strike_blocked,
SL,L,R,,called_strike,
SI,L,R,,called_strike,
SI,L,L,strikeout,swinging_strike,
CH,L,L,,foul,
SI,L,L,,ball,
SI,L,L,,ball,
SI,L,L,,ball,
CH,L,L,,swinging_strike,
SI,L,L,,foul_tip,
SL,R,R,field_out,hit_into_play,91.5
FF,R,L,triple,hit_into_play,106.3
FF,R,L,,ball,
FF,R,L,field_out,hit_into_play,80.2
FF,R,R,strikeout,called_strike,
FF,R,R,,foul,73.3
FF,R,R,,called_strike,
FF,R,R,,ball,
SL,R,R,,ball,
CH,L,R,strikeout,swinging_strike,
SL,L,R,,ball,
CH,L,R,,swinging_strike,
SL,L,R,,ball,
SI,L,R,,swinging_strike,
CH,L,R,single,hit_into_play,105.4
SI,L,R,,ball,
CH,L,L,home_run,hit_into_play,108.3
SI,R,L,sac_bunt,hit_into_play,24.3
CH,R,R,fielders_choice,hit_into_play,73.4
CH,R,R,,foul,63.9
FF,R,R,,swinging_strike,
CH,R,R,,ball,
SI,R,R,,called_strike,
CH,R,L,hit_by_pitch,hit_by_pitch,
CH,R,L,,swinging_strike,
FF,R,L,,ball,
ST,R,L,,ball,
FF,R,R,strikeout,swinging_strike,
CH,R,R,,foul,67.5
CH,R,R,,swinging_strike,
SI,R,R,,called_strike,
CH,R,R,,ball,
FC,R,L,field_out,hit_into_play,71.5
SI,R,L,,ball,
ST,R,R,field_out,hit_into_play,103.8
FF,R,L,field_out,hit_into_play,80.1
ST,R,L,,ball,
CH,R,R,field_out,hit_into_play,75.3
CH,R,R,,called_strike,
FS,R,L,walk,ball,
FF,R,L,,foul,71.3
SL,R,L,,ball,
FS,R,L,,foul,115.1
FF,R,L,,foul,79.6
SL,R,L,,ball,
FF,R,L,,called_strike,
FS,R,L,,foul,79.3
FS,R,L,,ball,
FF,R,R,strikeout,foul_tip,
SL,R,R,,blocked_ball,
FS,R,R,,swinging_strike,
SL,R,R,,swinging_strike,
FF,R,R,strikeout,called_strike,
FS,R,R,,swinging_strike,
FF,R,R,,ball,
FF,R,R,,foul,79.0
SL,R,L,single,hit_into_play,96.3
FS,R,L,,ball,
FS,R,L,,foul,53.5
ST,R,R,field_out,hit_into_play,99.8
ST,R,R,,ball,
ST,R,R,,ball,
ST,R,R,,swinging_strike,
ST,R,R,,called_strike,
FF,L,L,field_out,hit_into_play,74.9
FF,L,L,,ball,
SL,L,R,strikeout,swinging_strike,
FF,L,R,,ball,
SL,L,R,,called_strike,
FF,L,R,,ball,
FF,L,R,,called_strike,
FF,L,L,walk,ball,
FF,L,L,,ball,
SL,L,L,,ball,
FF,L,L,,ball,
FF,L,L,,called_strike,
SL,L,L,single,hit_into_play,95.5
FF,L,L,,foul,
FF,L,L,,swinging_strike,
FF,L,L,,called_strike,
FF,L,L,,ball,
FF,L,L,,ball,
FF,R,R,field_out,hit_into_play,94.5
FF,R,R,,foul,86.6
SL,R,R,,foul,72.4
SL,R,R,,ball,
FS,R,R,,called_strike,
FS,R,R,field_out,hit_into_play,74.1
FF,R,R,,foul,84.5
FF,R,R,,swinging_strike,
SL,R,R,,called_strike,
SL,L,L,field_out,hit_into_play,104.3
SI,L,L,,called_strike,
SI,L,L,,foul,80.7
SL,L,L,,ball,
FF,L,R,field_out,hit_into_play,99.4
FF,L,R,,swinging_strike,
FF,L,R,,called_strike,
FF,L,R,,ball,
FF,L,R,,ball,
SL,L,R,,ball,
FF,L,L,field_out,hit_into_play,95.3
SL,L,L,,ball,
SL,L,L,,foul,97.7
SL,L,R,strikeout,swinging_strike,
SL,L,R,,swinging_strike,
FF,L,R,,called_strike,
SL,L,R,single,hit_into_play,91.4
SL,L,R,,foul,90.4
SI,L,R,,called_strike,
SI,L,R,field_out,hit_into_play,101.7
SI,L,R,,called_strike,
SI,L,L,walk,ball,
SL,L,L,,ball,
SI,L,L,,ball,
SI,L,L,,ball,
SL,L,R,strikeout,swinging_strike,
FF,L,R,,ball,
SL,L,R,,swinging_strike,
SI,L,R,,called_strike,
FF,R,L,field_out,hit_into_play,85.0
FC,R,L,,foul,72.5
FF,R,L,,foul,85.8
FF,R,L,,ball,
FC,R,L,,swinging_strike,
FF,R,L,,blocked_ball,
FF,R,L,,foul,
FF,R,R,double,hit_into_play,111.8
FC,R,R,,ball,
FF,R,R,,foul,75.5
FF,R,R,,ball,
FC,R,R,,swinging_strike,
FF,R,L,field_out,hit_into_play,93.6
FF,R,L,,called_strike,
FF,R,R,strikeout,called_strike,
FF,R,R,,foul,83.1
FC,R,R,,ball,
FF,R,R,,ball,
FF,R,R,,swinging_strike,
FF,R,R,,called_strike,
SI,L,R,field_out,hit_into_play,98.8
SL,L,R,,ball,
SI,L,L,field_out,hit_into_play,98.4
SL,L,L,,called_strike,
SL,L,L,,ball,
FS,R,L,strikeout,swinging_strike,
SI,R,L,,called_strike,
SL,R,L,,foul,
SI,R,R,home_run,hit_into_play,108.7
SI,R,R,,ball,
SI,R,R,,called_strike,
SI,R,L,double,hit_into_play,91.1
SI,R,L,,ball,
SI,R,L,,ball,
SI,R,L,,foul,
FS,R,L,,ball,
FF,L,L,field_out,hit_into_play,74.8
FF,L,L,,foul,71.2
SL,L,L,,ball,
SL,L,L,single,hit_into_play,101.0
FF,L,L,,ball,
SL,L,L,,foul,65.9
SL,L,L,,foul,73.2
SL,L,L,,swinging_strike,
FF,L,L,,called_strike,
SI,L,R,walk,ball,
FF,L,R,,ball,
SL,L,R,,ball,
SI,L,R,,called_strike,
FF,L,R,,called_strike,
SI,L,R,,ball,
SL,L,L,strikeout,swinging_strike,
SL,L,L,,ball,
SL,L,L,,foul,78.2
FF,L,L,,foul,41.2
FF,R,R,field_out,hit_into_play,87.9
SI,R,R,,ball,
FF,R,R,,foul,91.6
SL,R,R,,foul,71.6
SL,R,R,,swinging_strike,
SL,R,R,,ball,
SI,R,R,,called_strike,
FF,R,R,,ball,
SI,R,R,field_out,hit_into_play,76.4
SI,R,R,,called_strike,
SL,R,R,single,hit_into_play,82.3
ST,R,L,single,hit_into_play,91.4
FF,R,R,strikeout,swinging_strike,
SL,R,R,,ball,
SL,R,R,,foul_bunt,
FF,R,R,,ball,
FF,R,R,,foul_bunt,
KC,R,R,single,hit_into_play,97.6
FF,R,R,,foul,93.3
ST,R,R,,foul,73.7
ST,R,R,,ball,
FF,R,R,,foul,65.0
FF,R,R,,ball,
SL,R,L,walk,ball,
FF,R,L,,ball,
SL,R,L,,foul,85.9
SL,R,L,,ball,
KC,R,L,,ball,
SL,R,L,field_out,hit_into_play,68.8
FF,R,L,,ball,
FF,R,L,,foul,80.2
SL,R,L,field_out,hit_into_play,92.2
SL,R,L,,ball,
FF,R,L,,foul,77.1
FF,R,L,,called_strike,
SL,R,R,strikeout,swinging_strike,
SL,R,R,,foul,68.2
SL,R,R,,swinging_strike,
FF,R,L,field_out,hit_into_play,99.8
FF,R,L,,called_strike,
SI,R,L,,ball,
SI,R,L,,ball,
SL,R,R,field_out,hit_into_play,105.0
ST,R,L,field_out,hit_into_play,79.9
FF,R,R,single,hit_into_play,99.6
SL,R,R,,swinging_strike,
SL,R,R,,ball,
SL,R,R,,called_strike,
FF,R,R,,ball,
FF,R,R,home_run,hit_into_play,102.5
SL,R,R,,called_strike,
SL,R,R,,ball,
FF,R,R,,foul,79.8
FF,R,R,,ball,
ST,R,R,,ball,
FF,R,L,field_out,hit_into_play,89.0
FF,R,L,,ball,
SL,R,L,,swinging_strike,
ST,R,L,,ball,
FF,R,L,,foul_tip,
FF,R,L,strikeout,swinging_strike,
SL,R,L,,foul,111.6
SL,R,L,,ball,
SL,R,L,,called_strike,
FF,R,L,field_out,hit_into_play,100.8
FF,R,L,,foul_tip,
FF,R,L,,ball,
FF,R,L,,called_strike,
FF,R,L,strikeout,swinging_strike,
FF,R,L,,swinging_strike,
SL,R,L,,ball,
FF,R,L,,called_strike,
FF,R,L,,ball,
FF,R,L,walk,ball,
FF,R,L,,called_strike,
FF,R,L,,ball,
FF,R,L,,ball,
FF,R,L,,ball,
SL,R,R,walk,ball,
FF,R,R,,called_strike,
FF,R,R,,ball,
FF,R,R,,ball,
SL,R,R,,ball,
FC,L,R,field_out,hit_into_play,99.5
SL,L,R,,ball,
SI,L,R,field_out,hit_into_play,104.3
FF,L,R,field_out,hit_into_play,82.6
SL,L,R,,ball,
FF,L,R,,foul,94.4
FC,L,R,,swinging_strike,
FF,L,R,,foul,93.1
FF,L,R,,ball,
FF,L,R,,ball,
FF,L,R,force_out,hit_into_play,86.6
CU,L,R,,blocked_ball,
FF,L,R,,foul,94.7
CH,L,R,,called_strike,
FF,L,R,,ball,
CU,L,R,single,hit_into_play,101.9
SI,L,L,field_out,hit_into_play,88.2
SL,L,R,strikeout,swinging_strike,
SI,L,R,,called_strike,
CH,L,R,,ball,
FF,L,R,,ball,
CU,L,R,,called_strike,
ST,R,R,field_out,hit_into_play,91.1
FF,R,R,strikeout,swinging_strike,
SI,R,R,,ball,
